id,name,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_since_year,host_response_rate(%),host_acceptance_rate(%),host_lives_in_the_same_neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,instant_bookable
1081507139395912406,Room in upscale Todt Hill,within an hour,False,2,True,True,2021,100.0,50.0,True,Todt Hill,Staten Island,40.58559,-74.10713,Private room,1,1.0,1.0,1.0,55.0,30,365,30,30,365,365,30.0,365.0,0,False
7389120,Boutique apartment  by the Ocean,within an hour,False,4,True,True,2013,100.0,64.0,True,Sheepshead Bay,Brooklyn,40.58418,-73.95929,Entire home/apt,4,1.0,1.0,3.0,99.0,30,180,30,30,180,180,30.0,180.0,77,False
629211160504994365,"31Private bed, bathroom -3 mins to shopping center",within an hour,False,150,True,True,2014,99.0,88.0,False,Flushing,Queens,40.75656,-73.83507,Private room,2,1.0,1.0,1.0,36.0,30,1125,30,30,1125,1125,30.0,1125.0,0,False
6939597,Brownstone garden space,within a day,False,1,True,True,2012,89.0,73.0,True,Mott Haven,Bronx,40.8111309856,-73.9237869565,Private room,2,1.0,1.0,1.0,120.0,4,28,3,4,28,28,4.0,28.0,98,False
681504125966887847,NYC Astoria-LaGuardia #2 Wide PrivateRoom KingBed,within an hour,False,7,True,True,2019,100.0,100.0,False,Ditmars Steinway,Queens,40.7786378,-73.9072683,Private room,2,2.0,1.0,1.0,50.0,30,365,30,30,1125,1125,30.0,1125.0,20,True
588970063349178677,Luxurious 2 bedroom/beach front / 10 mins from jfk,within an hour,False,3,True,True,2014,100.0,99.0,False,Arverne,Queens,40.59414,-73.79372,Entire home/apt,6,1.0,2.0,3.0,96.0,30,1125,30,30,1125,1125,30.0,1125.0,23,True
911476159473959996,Spacious 3 Bedroom House with a beautiful porch,within an hour,False,2,True,True,2017,100.0,93.0,False,Kew Gardens Hills,Queens,40.7229764135,-73.8138777895,Entire home/apt,5,1.0,3.0,5.0,156.0,30,365,30,30,365,365,30.0,365.0,3,False
45345628,"Blueground | FiDi, fitness center, lounge",within an hour,False,803,True,True,2016,99.0,97.0,False,Financial District,Manhattan,40.7056,-74.00878,Entire home/apt,2,1.0,1.0,1.0,236.0,31,1125,31,365,1125,1125,36.4,1125.0,0,False
856651933812762904,Beautiful 3 bedroom APT in Queens NY,within an hour,True,3,True,False,2015,90.0,98.0,False,East Elmhurst,Queens,40.7583396213,-73.8831251693,Entire home/apt,7,1.0,3.0,3.0,199.0,30,365,30,30,365,365,30.0,365.0,22,False
923894804847429517,Stunning King Sized Ensuite | Message 2 Book,a few days or more,False,3,True,True,2023,7.0,89.0,False,Maspeth,Queens,40.7351663359,-73.8942266271,Entire home/apt,8,2.0,3.0,4.0,148.0,30,120,30,30,1125,1125,30.0,1125.0,6,True
53922202,☆Renovated whole 2BR floor in Jackson Heights☆,within an hour,False,150,True,True,2014,99.0,88.0,False,Jackson Heights,Queens,40.7492,-73.89342,Entire home/apt,4,1.0,2.0,2.0,150.0,30,1125,30,30,1125,1125,30.0,1125.0,3,False
38202642,Apartment with basement private entrance,within a day,True,1,True,True,2019,100.0,99.0,True,Canarsie,Brooklyn,40.64689,-73.89215,Entire home/apt,2,1.0,1.0,2.0,70.0,30,30,30,30,1125,1125,30.0,1125.0,143,True
789320175843442930,Traditional House-Worth the stay,within an hour,False,6,True,True,2018,100.0,100.0,False,East Elmhurst,Queens,40.7566139371,-73.8969286324,Entire home/apt,6,2.0,3.0,3.0,300.0,30,365,30,30,365,365,30.0,365.0,19,True
47316506,Private 1 bed. Luxury Getaway!,within a few hours,True,1,True,True,2018,96.0,83.0,True,Canarsie,Brooklyn,40.63503,-73.89428,Entire home/apt,3,1.0,1.0,1.0,169.0,2,365,2,2,365,365,2.0,365.0,35,False
848719007010484388,Lovely 3 bedrooms unit w / walking distance to LGA,within an hour,True,4,True,True,2019,100.0,99.0,False,East Elmhurst,Queens,40.7594787486,-73.8687025814,Entire home/apt,6,1.0,3.0,3.0,239.0,30,30,30,30,1125,1125,30.0,1125.0,32,False
15517104,Two Rooms In a Charming Brooklyn Townhouse,within a day,True,1,True,True,2011,100.0,85.0,True,Gowanus,Brooklyn,40.66864,-73.99188,Private room,2,1.0,3.0,2.0,225.0,3,50,3,3,50,50,3.0,50.0,130,False
1051535956757013452,Spacious 2Bd Near Dumbo+W/D,within a day,False,3,True,True,2022,100.0,100.0,True,Brooklyn Heights,Brooklyn,40.69597,-73.9947,Entire home/apt,5,1.0,2.0,3.0,232.0,30,365,30,30,365,365,30.0,365.0,0,True
31614670,XL Private Bedroom in the Heart of Brooklyn,within a few hours,True,3,True,True,2016,100.0,84.0,False,East Flatbush,Brooklyn,40.64905,-73.92848,Private room,2,1.0,1.0,1.0,50.0,30,360,30,30,1125,1125,30.0,1125.0,27,False
924597757936844689,Private Room in Brooklyn,within an hour,False,10,True,True,2020,100.0,56.0,True,Gowanus,Brooklyn,40.6836611463,-73.9892640335,Private room,2,1.0,1.0,1.0,49.0,30,365,30,30,365,365,30.0,365.0,0,False
48547934,My Bedroom,within a few hours,False,1,True,True,2015,80.0,86.0,True,Flatlands,Brooklyn,40.62478,-73.92881,Private room,2,1.5,1.0,1.0,29.0,30,65,30,30,1125,1125,30.0,1125.0,18,True
14262636,Spacious and Clean,within an hour,False,1,True,True,2016,100.0,93.0,False,Rosedale,Queens,40.65696,-73.7286,Entire home/apt,2,1.0,1.0,1.0,90.0,2,30,2,2,30,30,2.0,30.0,14,False
863970120056671899,Spacious Luxe Canarsie 2 Bdr,within an hour,False,6,True,True,2012,100.0,93.0,False,Canarsie,Brooklyn,40.6466495876,-73.8968428909,Entire home/apt,4,1.0,2.0,2.0,229.0,30,300,30,30,300,300,30.0,300.0,1,False
993465561394161427,Fantastic Flat in a Prime Location!  DeeDee Place,within an hour,False,1,True,True,2020,96.0,100.0,True,East Flatbush,Brooklyn,40.63739,-73.9363578,Private room,2,1.0,0.0,1.0,86.0,2,365,1,2,1125,1125,2.0,1125.0,12,True
51614134,Bliss in Brooklyn. 1bedroom in house with backyard,within a day,False,1,True,False,2021,67.0,98.0,True,Canarsie,Brooklyn,40.64479,-73.91455,Private room,2,1.0,1.0,1.0,49.0,30,31,30,30,1125,1125,30.0,1125.0,177,False
45936,Couldn't Be Closer To Columbia Uni,within a day,True,2,True,True,2011,100.0,64.0,True,Morningside Heights,Manhattan,40.8063,-73.95985,Private room,2,1.0,1.0,1.0,75.0,31,730,31,31,730,730,31.0,730.0,133,False
52318271,Chic Studio Clinton Hill,within an hour,True,5,True,True,2015,100.0,100.0,True,Fort Greene,Brooklyn,40.6892,-73.98101,Entire home/apt,2,1.0,0.0,1.0,141.0,30,150,30,30,1125,1125,30.0,1125.0,13,True
31121209,Industrialized n the City,within an hour,True,2,True,True,2015,100.0,99.0,True,East Flatbush,Brooklyn,40.64149,-73.93961,Private room,1,1.0,1.0,1.0,45.0,30,730,30,30,1125,1125,30.0,1125.0,173,False
4759680,HUGE Beautiful Brooklyn Loft,within an hour,False,1,True,True,2014,100.0,46.0,True,Red Hook,Brooklyn,40.67976,-74.00631,Private room,1,1.0,1.0,2.0,65.0,30,365,30,30,365,365,30.0,365.0,21,False
856918,Large Room in Garden Duplex,within an hour,False,1,True,True,2012,100.0,100.0,True,Park Slope,Brooklyn,40.67562,-73.98259,Private room,3,0.5,0.0,3.0,73.0,30,360,30,30,360,360,30.0,360.0,16,False
29684573,Sean Cozy Room In Brooklyn On A Dead End Block,within an hour,True,1,True,True,2015,100.0,95.0,True,East Flatbush,Brooklyn,40.64904,-73.93517,Private room,2,1.0,1.0,1.0,85.0,1,26,1,1,1125,1125,1.0,1125.0,128,False
53997433,No smoking/Vaping elegant bedroom in BK,within an hour,True,1,True,True,2021,100.0,95.0,True,East Flatbush,Brooklyn,40.63708,-73.93574,Private room,2,1.0,2.0,2.0,65.0,30,45,30,30,45,45,30.0,45.0,102,False
966141894035636477,Regal Inn & Suites NY 2 Double Bed,within an hour,False,2,True,True,2023,100.0,100.0,True,Flushing,Queens,40.761422,-73.8331971,Private room,4,1.0,1.0,2.0,220.0,1,14,1,1,14,14,1.0,14.0,3,True
1057206257573876254,Park Slope Garden Apartment,within an hour,False,1,True,True,2016,100.0,100.0,True,Park Slope,Brooklyn,40.6732881773,-73.9822958256,Private room,2,1.0,1.0,0.0,110.0,30,120,30,30,120,120,30.0,120.0,0,False
15083823,Entire Lower part of artists rustic duplex 2rooms,within a few hours,True,1,True,True,2013,100.0,97.0,True,Red Hook,Brooklyn,40.67763,-74.012,Private room,2,1.0,1.0,1.0,110.0,5,10,1,5,10,10,5.0,10.0,212,False
38663,Luxury Brownstone in Boerum Hill,a few days or more,False,1,True,True,2010,0.0,56.0,True,Boerum Hill,Brooklyn,40.68442,-73.98068,Private room,2,2.5,5.0,5.0,900.0,30,60,30,30,60,60,30.0,60.0,43,False
49469061,ROOM w Garden view & updated kitchen in S. Slope,within an hour,True,1,True,True,2014,100.0,91.0,False,Windsor Terrace,Brooklyn,40.65888,-73.98466,Private room,2,1.0,1.0,1.0,111.0,1,40,1,1,40,40,1.0,40.0,101,False
859676226888260227,Lurelton Luxury,within an hour,False,1,True,True,2021,100.0,96.0,False,Laurelton,Queens,40.6677057006,-73.7446798012,Entire home/apt,6,2.0,4.0,4.0,300.0,30,30,30,30,1125,1125,30.0,1125.0,16,False
753584699878284731,Hot 1 bedroom Cobble hill,within a few hours,True,2,True,True,2014,100.0,96.0,True,Carroll Gardens,Brooklyn,40.68278,-73.99151,Entire home/apt,3,1.0,1.0,3.0,111.0,30,30,30,30,30,30,30.0,30.0,53,False
40068404,"Sunny, adjoining BRs in shared duplex w/deck",within an hour,False,2,True,True,2011,100.0,64.0,False,South Slope,Brooklyn,40.6658,-73.98625,Private room,2,2.0,1.0,1.0,83.0,30,180,30,30,180,180,30.0,180.0,4,False
43251669,Awesome Private Room Park Slope,within a day,False,31,True,True,2020,84.0,7.0,False,Park Slope,Brooklyn,40.67069,-73.98821,Private room,1,1.0,1.0,1.0,51.0,30,540,30,30,540,540,30.0,540.0,3,False
777819432822411458,Downtown Brooklyn Studio Apt,within an hour,False,1,True,True,2017,100.0,90.0,True,Downtown Brooklyn,Brooklyn,40.69386,-73.98543,Entire home/apt,2,1.0,0.0,1.0,115.0,30,365,30,30,365,365,30.0,365.0,3,False
66974,"Lovely, Modern, Garden Apartment",within a few hours,True,2,True,True,2010,100.0,75.0,True,Gowanus,Brooklyn,40.68088,-73.99102,Entire home/apt,2,1.0,1.0,1.0,200.0,30,270,30,30,270,270,30.0,270.0,242,False
917456283515894839,Private bedroom | shared kitch bath | 30 Days min,within an hour,False,1,True,True,2022,100.0,100.0,True,Sheepshead Bay,Brooklyn,40.6022776,-73.9371647,Private room,2,0.5,1.0,1.0,53.0,30,1125,30,30,1125,1125,30.0,1125.0,0,True
705397728780327740,"Le Cypress (2) furnished room, 5 min from Subway",within an hour,True,5,True,True,2017,100.0,83.0,True,Cypress Hills,Brooklyn,40.6808599134,-73.8904696884,Private room,2,1.0,1.0,1.0,50.0,30,220,30,30,220,220,30.0,220.0,8,False
1021965378817390715,"2Unique room, 2 min walk to subway, and 2 bathroom",within an hour,True,3,True,True,2022,100.0,100.0,True,East New York,Brooklyn,40.6660982,-73.8931984,Private room,2,2.0,1.0,1.0,106.0,1,365,1,1,365,365,1.0,365.0,21,True
9900100,"Sunny, Cozy Single Room in Brooklyn",within a day,False,4,True,True,2015,70.0,53.0,True,East Flatbush,Brooklyn,40.64608,-73.92479,Private room,1,1.0,1.0,1.0,34.0,30,365,30,30,365,365,30.0,365.0,12,False
51933590,"Lovely, Spacious Garden Apartment in Park Slope",within an hour,True,1,True,True,2013,100.0,67.0,True,Park Slope,Brooklyn,40.6743,-73.98095,Entire home/apt,2,1.0,1.0,1.0,111.0,30,93,30,30,93,93,30.0,93.0,10,False
50679257,"Sunny, spacious & serene - with private rooftop!",within an hour,True,1,True,True,2018,100.0,96.0,False,Morningside Heights,Manhattan,40.80689,-73.96579,Entire home/apt,2,1.0,1.0,1.0,200.0,30,365,30,30,1125,1125,30.0,1125.0,17,True
50564872,Midtown 1BR 59 St/3 Ave 10 min walk Central Park,within an hour,True,51,True,True,2017,99.0,78.0,False,Upper East Side,Manhattan,40.76177,-73.96664,Entire home/apt,2,1.0,1.0,1.0,173.0,30,1125,30,30,1125,1125,30.0,1125.0,8,False
801897907943056134,Cozy and new fully furnished 1BD/1BR in Park Slope,within an hour,False,30,True,True,2021,80.0,100.0,True,Park Slope,Brooklyn,40.6762823133,-73.9785399642,Entire home/apt,3,1.0,1.0,1.0,169.0,30,365,30,30,1125,1125,30.0,1125.0,4,True
28626504,Bedroom Steps from Q Train (Middle Room),within a few hours,True,8,True,True,2015,100.0,98.0,True,Flatbush,Brooklyn,40.64012,-73.96582,Private room,2,1.5,1.0,1.0,65.0,30,270,30,30,270,270,30.0,270.0,41,False
50395307,Family friendly 2bd  in Boerum/Cobble Hill,within a few hours,True,2,True,True,2012,100.0,100.0,False,Carroll Gardens,Brooklyn,40.6849,-73.98993,Entire home/apt,4,1.0,2.0,3.0,230.0,30,1125,30,30,1125,1125,30.0,1125.0,11,False
1016592967533501456,Comfy Brooklyn Getaway,a few days or more,False,1,False,True,2022,33.0,14.0,False,Bergen Beach,Brooklyn,40.6326,-73.91561,Private room,1,1.0,2.0,2.0,16.0,30,365,30,30,365,365,30.0,365.0,0,False
53270564,Awesome 1 Bedroom Heart of Upper East Side,within a few hours,False,126,True,True,2016,97.0,74.0,False,Upper East Side,Manhattan,40.76974,-73.96197,Entire home/apt,2,1.0,1.0,1.0,98.0,30,1125,30,30,1125,1125,30.0,1125.0,8,False
1009883,"Modern, Carroll Garden Townhouse",within a few hours,True,2,True,True,2010,100.0,75.0,False,Carroll Gardens,Brooklyn,40.68272,-73.99204,Entire home/apt,4,1.5,2.0,4.0,375.0,30,30,30,30,30,30,30.0,30.0,77,False
53751580,Beautiful Penthouse Suite with skyline views!,within a day,True,2,True,True,2021,81.0,100.0,True,Vinegar Hill,Brooklyn,40.70199,-73.98366,Entire home/apt,2,0.5,1.0,1.0,414.0,30,1125,30,30,1125,1125,30.0,1125.0,292,False
1010698087746540428,Apartment #202: Upper West Side,within a few hours,False,61,True,True,2023,98.0,86.0,False,Upper West Side,Manhattan,40.78563,-73.9751,Entire home/apt,2,1.0,1.0,1.0,164.0,30,365,30,30,365,365,30.0,365.0,0,False
776958081437989970,𓆸 The Cozy Brown House,within an hour,True,1,True,True,2016,100.0,96.0,True,Canarsie,Brooklyn,40.6460316312,-73.9038973416,Entire home/apt,2,1.5,1.0,0.0,221.0,1,20,1,1,20,20,1.0,20.0,85,False
710956539140338865,1. Habitación privada cerca al aeropuerto JFK,a few days or more,False,3,True,True,2022,0.0,100.0,False,Ozone Park,Queens,40.6791739,-73.8451446,Private room,2,1.0,1.0,1.0,108.0,30,1125,30,30,1125,1125,30.0,1125.0,2,False
892945902800833733,K and k place,within an hour,False,1,True,False,2022,100.0,100.0,True,Cypress Hills,Brooklyn,40.6788062442,-73.8848732868,Private room,1,1.0,1.0,1.0,30.0,30,30,30,30,30,30,30.0,30.0,40,False
10385262,UPPER WEST SIDE GEM ON PARK BLOCK,within a day,True,1,True,False,2016,100.0,87.0,True,Upper West Side,Manhattan,40.78815,-73.9677,Entire home/apt,3,1.0,1.0,1.0,150.0,30,365,30,30,365,365,30.0,365.0,20,False
846854,"Large Garden Duplex, Park block, Private entryway",within a few hours,True,1,True,False,2012,100.0,100.0,True,Upper West Side,Manhattan,40.78711,-73.97226,Entire home/apt,7,1.5,2.0,0.0,350.0,30,365,30,30,365,365,30.0,365.0,105,False
1032927026252673202,Spacious One-Bedroom Haven,within a few hours,False,1,True,True,2019,75.0,100.0,False,East Flatbush,Brooklyn,40.6479398,-73.9306319,Entire home/apt,4,1.0,1.0,1.0,71.0,30,365,30,30,365,365,30.0,365.0,1,True
18313862,Gorgeous & large 1 bedroom apartment in Park Slope,within an hour,False,1,True,False,2011,100.0,100.0,False,South Slope,Brooklyn,40.66416,-73.98353,Entire home/apt,2,1.0,1.0,1.0,140.0,30,60,30,30,60,60,30.0,60.0,12,False
1067200736348365568,"Blueground | UWS, gym & terrace, nr Central Park",within an hour,False,803,True,True,2016,99.0,97.0,False,Upper West Side,Manhattan,40.789855,-73.973142,Entire home/apt,2,1.0,1.0,1.0,255.0,31,1125,31,365,1125,1125,36.6,1125.0,0,False
812912005478854875,"New HDTV Room, Laundry Private terrace #464",within an hour,True,452,True,True,2012,100.0,18.0,True,Flatbush,Brooklyn,40.6433587688,-73.9645395647,Private room,1,2.0,5.0,1.0,43.0,90,365,30,90,365,800,55.9,612.0,0,False
827376071474257667,"Lux Building, Laundry, Rooftop, AC, HDTV #477",within an hour,True,452,True,True,2012,100.0,18.0,False,East Flatbush,Brooklyn,40.6489198563,-73.9506288802,Private room,1,2.0,4.0,1.0,39.0,90,365,30,90,365,800,55.9,612.0,0,False
19068933,Quiet and Safe 7,within a day,False,4,True,True,2017,70.0,23.0,True,Upper West Side,Manhattan,40.78638,-73.97053,Entire home/apt,2,1.0,1.0,2.0,129.0,30,1124,30,30,1124,1124,30.0,1124.0,10,False
989918921976426645,Office boat,within an hour,False,2,True,True,2016,89.0,100.0,False,Howard Beach,Queens,40.65223,-73.83821,Entire home/apt,4,1.0,1.0,1.0,240.0,30,365,30,30,365,365,30.0,365.0,0,False
827131170644556587,"Lux Building, Laundry, Rooftop, AC, HDTV #476",within an hour,True,452,True,True,2012,100.0,18.0,False,East Flatbush,Brooklyn,40.6476590384,-73.9487019058,Private room,1,2.0,4.0,1.0,40.0,90,365,30,90,365,800,55.9,612.0,0,False
1049484215033550460,1 Bedroom Shared Apt Near JFK,within an hour,False,3,True,True,2021,100.0,100.0,True,East New York,Brooklyn,40.66058629,-73.893662242,Private room,2,1.0,1.0,1.0,100.0,30,365,30,30,365,365,30.0,365.0,0,True
4823529,Perfectly Located UpperWest Futon,within an hour,False,3,True,True,2013,88.0,100.0,True,Upper West Side,Manhattan,40.7962,-73.96334,Shared room,2,1.0,1.0,1.0,34.0,30,90,30,30,1125,1125,30.0,1125.0,261,False
914622911460597092,Spacious 2BR Apt in Central BK,within an hour,False,9,True,True,2015,100.0,100.0,False,East Flatbush,Brooklyn,40.6466606049,-73.9454356104,Entire home/apt,4,1.0,2.0,2.0,150.0,30,365,30,30,1125,1125,30.0,1125.0,0,True
996308451227035499,Spacious minimalist full 1br,within a day,False,1,True,True,2021,67.0,24.0,True,Flatbush,Brooklyn,40.6444144781,-73.9624376779,Entire home/apt,2,1.0,1.0,2.0,84.0,30,365,30,30,365,365,30.0,365.0,0,False
939657,Behind the Red Door II,within an hour,True,2,True,True,2013,100.0,100.0,True,Harlem,Manhattan,40.81061,-73.94505,Entire home/apt,3,1.0,1.0,2.0,80.0,30,90,30,30,1125,1125,30.0,1125.0,88,False
53470,Clean and convenient 2BR apartment,within a few hours,True,9,True,True,2010,100.0,56.0,True,Ridgewood,Queens,40.70422,-73.89778,Entire home/apt,7,1.0,2.0,3.0,248.0,30,730,30,30,730,730,30.0,730.0,5,False
776013736440101802,Could not be closer to Columbia Uni2,within a day,True,2,True,True,2011,100.0,64.0,True,Morningside Heights,Manhattan,40.80634,-73.95905,Private room,2,1.0,1.0,1.0,80.0,31,365,31,31,365,365,31.0,365.0,3,False
38150817,Nice and cozy place,within an hour,False,4,True,True,2015,100.0,0.0,True,Sheepshead Bay,Brooklyn,40.60063,-73.95975,Entire home/apt,1,1.0,0.0,1.0,135.0,30,1125,30,30,1125,1125,30.0,1125.0,0,False
649470584792583345,Perfect Chill Spot in Flatbush,within a day,False,2,True,True,2022,50.0,86.0,False,East Flatbush,Brooklyn,40.63428,-73.94915,Entire home/apt,6,1.0,3.0,4.0,399.0,30,365,30,30,365,365,30.0,365.0,6,False
16580,"Sunny, Modern room in East Village w City Views",within an hour,True,2,True,True,2009,100.0,99.0,False,East Village,Manhattan,40.7237272323,-73.9762585051,Private room,1,1.0,1.0,1.0,130.0,2,40,1,2,1125,1125,1.4,1125.0,551,False
1100725205289079938,Mansion in Williamsburg,within a few hours,True,2,True,True,2012,88.0,74.0,True,Williamsburg,Brooklyn,40.7162959537,-73.9604074805,Private room,2,2.0,2.0,2.0,500.0,30,365,30,30,365,365,30.0,365.0,0,False
804194,"Clean, Cool ,Cozy Bushwick room",within an hour,True,3,True,True,2012,100.0,99.0,False,Williamsburg,Brooklyn,40.7072505,-73.9399195,Private room,2,1.0,1.0,1.0,106.0,3,27,2,3,27,27,3.0,27.0,62,True
51022299,Oasis with Balcony in The Heart Of Williamsburg,within an hour,True,1,True,True,2012,100.0,93.0,True,Williamsburg,Brooklyn,40.71546,-73.95985,Entire home/apt,3,1.0,1.0,2.0,321.0,4,60,2,5,60,60,4.0,60.0,74,False
563636509159785261,Full Bedroom A in #933: East Village,within a few hours,False,267,True,True,2019,100.0,72.0,False,East Village,Manhattan,40.7234268973,-73.9753377393,Private room,1,0.0,1.0,1.0,69.0,30,180,30,30,180,180,30.0,180.0,0,False
891581211418572151,Williamsburg Brooklyn Waterfront,a few days or more,False,1,True,True,2012,0.0,0.0,True,Williamsburg,Brooklyn,40.7195690586,-73.9642428423,Private room,1,1.0,1.0,1.0,125.0,30,1125,30,30,1125,1125,30.0,1125.0,0,False
1131804,Immaculate 2BR luxury townhouse 15mins to Midtown,within a few hours,True,1,True,True,2013,100.0,100.0,True,Harlem,Manhattan,40.80911,-73.94317,Entire home/apt,3,1.0,2.0,2.0,136.0,30,1125,30,30,1125,1125,30.0,1125.0,25,False
5979363,Prime Williamsburg Open-plan Industrial Style Loft,within a day,True,1,True,True,2013,80.0,63.0,True,Williamsburg,Brooklyn,40.7133659343,-73.9632724444,Entire home/apt,2,1.0,1.0,1.0,288.0,30,365,30,30,365,365,30.0,365.0,13,False
755221394406142242,LG King bed PrivateRoom Central Astoria close city,within a day,False,5,True,True,2018,100.0,95.0,False,Long Island City,Queens,40.75927,-73.92863,Private room,2,1.0,1.0,1.0,132.0,30,365,30,30,365,365,30.0,365.0,4,False
623082106605347836,Cozy Private Room. 15 min to Manhattan (Broadway),within an hour,False,3,True,True,2022,100.0,99.0,True,Long Island City,Queens,40.754,-73.92508,Private room,2,1.0,1.0,1.0,75.0,3,15,2,3,1125,1125,3.0,1125.0,70,True
926036116549614478,Sunny Loft in Prime Williamsburg,within a day,False,1,True,True,2019,50.0,14.0,False,Williamsburg,Brooklyn,40.7091925202,-73.9647511235,Entire home/apt,2,1.0,1.0,1.0,230.0,30,365,30,30,365,365,30.0,365.0,1,False
16802965,Modern Apt in Townhouse in Williamsburg prime!,within an hour,True,2,True,True,2014,100.0,97.0,True,Williamsburg,Brooklyn,40.71306,-73.96048,Entire home/apt,3,1.0,1.0,1.0,134.0,30,365,30,30,1125,1125,30.0,1125.0,40,False
41262660,Modern luxury w/ private patio and midtown views,within a few hours,True,3,True,True,2015,100.0,95.0,True,Long Island City,Queens,40.75404,-73.93119,Entire home/apt,4,2.0,2.0,2.0,225.0,30,365,30,30,365,365,30.0,365.0,7,False
50288808,Spacious and Serene East Williamsburg Guest Suite,within an hour,True,1,True,True,2020,100.0,90.0,False,Williamsburg,Brooklyn,40.71603,-73.93923,Private room,2,1.0,1.0,1.0,189.0,3,365,1,3,365,365,2.9,365.0,131,False
51702923,Award-winning Spacious Townhouse in Williamsburg,within a day,False,1,True,True,2010,100.0,33.0,True,Williamsburg,Brooklyn,40.71831,-73.96143,Entire home/apt,6,3.5,3.0,3.0,950.0,30,1125,30,30,1125,1125,30.0,1125.0,5,False
44243762,Queen Bedroom D in #323: Chelsea,within a few hours,False,267,True,True,2019,100.0,72.0,False,Chelsea,Manhattan,40.7440641007,-74.0039018362,Private room,1,0.0,4.0,1.0,100.0,30,180,30,30,180,180,30.0,180.0,0,False
799414421319259127,Stylish and Central Haven in LIC,within a few hours,True,2,True,True,2022,100.0,89.0,True,Long Island City,Queens,40.7464213707,-73.9415964109,Entire home/apt,2,1.0,1.0,1.0,175.0,30,365,30,30,365,365,30.0,365.0,1,False
27967600,Room in 4BR2BA Sunnyside apt 7 mins> 46 St Station,within an hour,True,51,True,True,2017,99.0,78.0,False,Sunnyside,Queens,40.73901,-73.91975,Private room,1,2.0,1.0,1.0,40.0,30,365,30,30,365,365,30.0,365.0,17,False
25782818,Clean and Cozy Apartment in heart of West Village,within a day,False,1,True,True,2013,67.0,65.0,False,West Village,Manhattan,40.73825,-74.00835,Entire home/apt,1,1.0,0.0,1.0,109.0,30,1125,30,30,1125,1125,30.0,1125.0,23,False
925309296990217157,Artsy Bedroom in Brooklyn,within a few hours,False,10,True,True,2023,75.0,85.0,True,Fort Greene,Brooklyn,40.6957,-73.97454,Private room,2,1.0,1.0,1.0,46.0,30,365,30,30,365,365,30.0,365.0,0,False
807723813200018804,"Blueground | SoHo, w/d, nr Nolita",within an hour,False,803,True,True,2016,99.0,97.0,False,SoHo,Manhattan,40.7218433,-73.9979534,Entire home/apt,2,1.0,1.0,1.0,222.0,31,1125,31,365,1125,1125,39.5,1125.0,0,False
1060332913692335633,Heaven short world Private room,within an hour,False,10,True,True,2022,93.0,68.0,True,Crown Heights,Brooklyn,40.6728838047,-73.9385722784,Private room,2,2.0,1.0,1.0,44.0,30,1125,30,30,1125,1125,30.0,1125.0,0,False
736489736032125540,Prime New York City,within a day,False,2,False,True,2022,50.0,81.0,False,SoHo,Manhattan,40.72599,-74.00913,Entire home/apt,5,1.0,1.0,2.0,199.0,30,365,30,30,365,365,30.0,365.0,28,False
4297952,Charming Chelsea 1 bedroom,within a few hours,True,2,True,True,2014,100.0,98.0,True,Chelsea,Manhattan,40.74912,-73.99667,Entire home/apt,2,1.0,1.0,1.0,150.0,30,1125,30,30,1125,1125,30.0,1125.0,371,False
8651132,Simple clean room,within a few hours,False,3,True,False,2013,88.0,80.0,False,Crown Heights,Brooklyn,40.67619,-73.92372,Private room,1,1.0,1.0,1.0,38.0,30,90,30,30,90,90,30.0,90.0,28,False
792016520538275128,Nice Private Bedroom,within a few hours,False,7,True,True,2022,90.0,58.0,True,Fort Greene,Brooklyn,40.6956292977,-73.9759191593,Private room,2,1.0,1.0,1.0,46.0,30,365,30,30,365,365,30.0,365.0,0,False
925307278101325712,Lovely Bedroom in Brooklyn,within a few hours,False,10,True,True,2023,75.0,85.0,True,Fort Greene,Brooklyn,40.69566,-73.97573,Private room,2,1.0,1.0,1.0,45.0,30,365,30,30,365,365,30.0,365.0,0,False
49610749,Twin Bedroom B in #274: Upper East Side,within a few hours,False,267,True,True,2019,100.0,72.0,False,Upper East Side,Manhattan,40.7851284278,-73.9501154215,Private room,1,0.0,1.0,1.0,71.0,30,180,30,30,180,180,30.0,180.0,0,False
1069105907558329161,Beautiful Sunny & Spacious Room,within an hour,False,3,True,False,2013,100.0,80.0,True,Crown Heights,Brooklyn,40.6701,-73.94027,Private room,4,3.0,1.0,1.0,52.0,30,365,30,30,365,365,30.0,365.0,0,False
854579652469370115,Room in New York,within a few hours,True,2,True,True,2022,100.0,98.0,False,Astoria,Queens,40.7567265187,-73.9137517503,Private room,2,1.0,2.0,6.0,250.0,30,365,30,30,1125,1125,30.0,1125.0,28,True
29897019,Apartment in Greenwich Village Townhouse,within a day,True,1,True,True,2018,100.0,73.0,True,Greenwich Village,Manhattan,40.72956,-74.0004,Entire home/apt,2,2.0,2.0,2.0,200.0,30,1125,30,30,1125,1125,30.0,1125.0,162,False
